basin,key,overlap_area_mi2
BND,41.468750_-120.718750,13.992868645255841
BND,41.468750_-120.781250,13.992868645262911
BND,41.468750_-120.843750,13.99286864526351
BND,41.468750_-120.906250,13.992868645258039
BND,41.468750_-120.968750,13.992868645264396
BND,41.468750_-121.031250,13.992868645263096
BND,41.468750_-121.093750,13.992868645257362
BND,41.468750_-121.218750,13.992868645258396
BND,41.468750_-121.343750,13.992868645264595
BND,41.468750_-121.468750,13.99286864526241
BND,41.468750_-121.531250,13.992868645262366
BND,41.468750_-121.593750,13.992868645256623
BND,41.468750_-121.656250,13.992868645261806
BND,41.468750_-121.718750,13.992868645261122
BND,41.468750_-121.781250,13.992868645256083
BND,41.468750_-121.843750,13.992868645262774
BND,41.468750_-121.906250,10.971963482588148
BND,41.468750_-122.093750,1.0201457095327562
BND,41.531250_-120.343750,13.979574085649382
BND,41.531250_-120.406250,13.979574085654773
BND,41.531250_-120.468750,13.979574085655571
BND,41.531250_-120.531250,13.979574085651068
BND,41.531250_-120.593750,13.979574085656074
BND,41.531250_-120.656250,13.979574085656
BND,41.531250_-120.718750,13.979574085651679
BND,41.531250_-120.781250,13.979574085657472
BND,41.531250_-120.843750,12.749446100854481
