date,basin,obs_mm,cal_start,cal_end
1948-07-31,BearRiver,6.749558626183541,1951-10,2010-09
1948-08-31,BearRiver,5.062168969637655,1951-10,2010-09
1948-09-30,BearRiver,5.062168969637655,1951-10,2010-09
1948-10-31,BearRiver,8.436948282729427,1951-10,2010-09
1948-11-30,BearRiver,11.811727595821196,1951-10,2010-09
1948-12-31,BearRiver,33.74779313091771,1951-10,2010-09
1949-01-31,BearRiver,23.623455191642392,1951-10,2010-09
1949-02-28,BearRiver,40.49735175710124,1951-10,2010-09
1949-03-31,BearRiver,175.48852428077205,1951-10,2010-09
1949-04-30,BearRiver,35.43518278746359,1951-10,2010-09
1949-05-31,BearRiver,23.623455191642392,1951-10,2010-09
1949-06-30,BearRiver,6.749558626183541,1951-10,2010-09
1949-07-31,BearRiver,3.3747793130917705,1951-10,2010-09
1949-08-31,BearRiver,1.6873896565458852,1951-10,2010-09
1949-09-30,BearRiver,0.0,1951-10,2010-09
1949-10-31,BearRiver,5.062168969637655,1951-10,2010-09
1949-11-30,BearRiver,8.436948282729427,1951-10,2010-09
1949-12-31,BearRiver,15.186506908912968,1951-10,2010-09
1950-01-31,BearRiver,99.55598973620722,1951-10,2010-09
1950-02-28,BearRiver,129.92900355403316,1951-10,2010-09
1950-03-31,BearRiver,84.36948282729426,1951-10,2010-09
1950-04-30,BearRiver,69.18297591838129,1951-10,2010-09
1950-05-31,BearRiver,23.623455191642392,1951-10,2010-09
1950-06-30,BearRiver,8.436948282729427,1951-10,2010-09
1950-07-31,BearRiver,6.749558626183541,1951-10,2010-09
1950-08-31,BearRiver,1.6873896565458852,1951-10,2010-09
1950-09-30,BearRiver,3.3747793130917705,1951-10,2010-09
1950-10-31,BearRiver,11.811727595821196,1951-10,2010-09
1950-11-30,BearRiver,182.2380829069556,1951-10,2010-09
1950-12-31,BearRiver,251.4210588253369,1951-10,2010-09
1951-01-31,BearRiver,224.42282432060273,1951-10,2010-09
1951-02-28,BearRiver,124.8668345843955,1951-10,2010-09
1951-03-31,BearRiver,124.8668345843955,1951-10,2010-09
1951-04-30,BearRiver,30.373013817825935,1951-10,2010-09
1951-05-31,BearRiver,40.49735175710124,1951-10,2010-09
1951-06-30,BearRiver,6.749558626183541,1951-10,2010-09
1951-07-31,BearRiver,3.3747793130917705,1951-10,2010-09
1951-08-31,BearRiver,3.3747793130917705,1951-10,2010-09
1951-09-30,BearRiver,3.3747793130917705,1951-10,2010-09
1951-10-31,BearRiver,6.749558626183541,1951-10,2010-09
1951-11-30,BearRiver,35.43518278746359,1951-10,2010-09
1951-12-31,BearRiver,114.7424966451202,1951-10,2010-09
1952-01-31,BearRiver,258.17061745152046,1951-10,2010-09
1952-02-29,BearRiver,239.6093312295157,1951-10,2010-09
1952-03-31,BearRiver,188.98764153313914,1951-10,2010-09
1952-04-30,BearRiver,101.24337939275311,1951-10,2010-09
1952-05-31,BearRiver,45.5595207267389,1951-10,2010-09
1952-06-30,BearRiver,10.12433793927531,1951-10,2010-09
1952-07-31,BearRiver,8.436948282729427,1951-10,2010-09
1952-08-31,BearRiver,3.3747793130917705,1951-10,2010-09
1952-09-30,BearRiver,6.749558626183541,1951-10,2010-09
1952-10-31,BearRiver,5.062168969637655,1951-10,2010-09
1952-11-30,BearRiver,10.12433793927531,1951-10,2010-09
1952-12-31,BearRiver,47.246910383284785,1951-10,2010-09
1953-01-31,BearRiver,160.3020173718591,1951-10,2010-09
1953-02-28,BearRiver,21.936065535096507,1951-10,2010-09
1953-03-31,BearRiver,62.43341729219775,1951-10,2010-09
1953-04-30,BearRiver,59.05863797910598,1951-10,2010-09
1953-05-31,BearRiver,43.872131070193014,1951-10,2010-09
1953-06-30,BearRiver,15.186506908912968,1951-10,2010-09
1953-07-31,BearRiver,3.3747793130917705,1951-10,2010-09
1953-08-31,BearRiver,3.3747793130917705,1951-10,2010-09
1953-09-30,BearRiver,5.062168969637655,1951-10,2010-09
1953-10-31,BearRiver,6.749558626183541,1951-10,2010-09
1953-11-30,BearRiver,16.873896565458853,1951-10,2010-09
1953-12-31,BearRiver,30.373013817825935,1951-10,2010-09
1954-01-31,BearRiver,80.99470351420248,1951-10,2010-09
1954-02-28,BearRiver,92.8064311100237,1951-10,2010-09
1954-03-31,BearRiver,119.80466561475785,1951-10,2010-09
1954-04-30,BearRiver,64.12080694874363,1951-10,2010-09
1954-05-31,BearRiver,18.56128622200474,1951-10,2010-09
1954-06-30,BearRiver,8.436948282729427,1951-10,2010-09
1954-07-31,BearRiver,3.3747793130917705,1951-10,2010-09
1954-08-31,BearRiver,3.3747793130917705,1951-10,2010-09
1954-09-30,BearRiver,3.3747793130917705,1951-10,2010-09
1954-10-31,BearRiver,6.749558626183541,1951-10,2010-09
1954-11-30,BearRiver,13.499117252367082,1951-10,2010-09
1954-12-31,BearRiver,55.68385866601421,1951-10,2010-09
1955-01-31,BearRiver,74.24514488801896,1951-10,2010-09
1955-02-28,BearRiver,33.74779313091771,1951-10,2010-09
1955-03-31,BearRiver,33.74779313091771,1951-10,2010-09
1955-04-30,BearRiver,38.80996210055536,1951-10,2010-09
1955-05-31,BearRiver,26.998234504734164,1951-10,2010-09
1955-06-30,BearRiver,5.062168969637655,1951-10,2010-09
1955-07-31,BearRiver,1.6873896565458852,1951-10,2010-09
1955-08-31,BearRiver,0.0,1951-10,2010-09
1955-09-30,BearRiver,1.6873896565458852,1951-10,2010-09
1955-10-31,BearRiver,3.3747793130917705,1951-10,2010-09
1955-11-30,BearRiver,10.12433793927531,1951-10,2010-09
1955-12-31,BearRiver,379.6626727228242,1951-10,2010-09
1956-01-31,BearRiver,290.23102092589227,1951-10,2010-09
1956-02-29,BearRiver,106.30554836239077,1951-10,2010-09
1956-03-31,BearRiver,67.49558626183541,1951-10,2010-09
1956-04-30,BearRiver,23.623455191642392,1951-10,2010-09
1956-05-31,BearRiver,42.18474141364713,1951-10,2010-09
1956-06-30,BearRiver,8.436948282729427,1951-10,2010-09
1956-07-31,BearRiver,3.3747793130917705,1951-10,2010-09
1956-08-31,BearRiver,1.6873896565458852,1951-10,2010-09
1956-09-30,BearRiver,5.062168969637655,1951-10,2010-09
1956-10-31,BearRiver,11.811727595821196,1951-10,2010-09
1956-11-30,BearRiver,11.811727595821196,1951-10,2010-09
1956-12-31,BearRiver,16.873896565458853,1951-10,2010-09
1957-01-31,BearRiver,23.623455191642392,1951-10,2010-09
1957-02-28,BearRiver,77.61992420111072,1951-10,2010-09
1957-03-31,BearRiver,99.55598973620722,1951-10,2010-09
1957-04-30,BearRiver,38.80996210055536,1951-10,2010-09
1957-05-31,BearRiver,86.05687248384015,1951-10,2010-09
1957-06-30,BearRiver,11.811727595821196,1951-10,2010-09
1957-07-31,BearRiver,5.062168969637655,1951-10,2010-09
1957-08-31,BearRiver,1.6873896565458852,1951-10,2010-09
1957-09-30,BearRiver,3.3747793130917705,1951-10,2010-09
1957-10-31,BearRiver,13.499117252367082,1951-10,2010-09
1957-11-30,BearRiver,13.499117252367082,1951-10,2010-09
1957-12-31,BearRiver,38.80996210055536,1951-10,2010-09
1958-01-31,BearRiver,72.55775523147307,1951-10,2010-09
1958-02-28,BearRiver,214.29848638132742,1951-10,2010-09
1958-03-31,BearRiver,187.30025187659325,1951-10,2010-09
1958-04-30,BearRiver,237.9219415729698,1951-10,2010-09
1958-05-31,BearRiver,33.74779313091771,1951-10,2010-09
1958-06-30,BearRiver,11.811727595821196,1951-10,2010-09
1958-07-31,BearRiver,0.0,1951-10,2010-09
1958-08-31,BearRiver,0.0,1951-10,2010-09
1958-09-30,BearRiver,1.6873896565458852,1951-10,2010-09
