set_id,name,entity_id,ref_kind,system,window,win_start,win_end,volume_scored,area_set_mi2,area_sim_mi2,cover_frac,n_arcs,n_arcs_missing,n_months,kge,nse,pbias,r,alpha,beta,seas_mismatch,ct_diff,sim_taf_yr,ref_taf_yr,note
UF3,Cache Creek above Rumsey (uf_03: DWR UF 3 monthly),uf_03,arcsum,,WY1950-84,1949-10,1984-09,True,953.3664189313,953.3664189313,1.0,4,0,420,0.7341768439068714,0.8919957867262881,-19.15304694336298,0.9624381310474651,0.8195363316491715,0.8084695305663703,0.04806162403899792,-0.16447372659885495,580.2993369726398,717.7751480208701,the arcs are the Clear Lake / Indian Valley inflows while the DWR record is the routed outflow at Rumsey
UF3,Cache Creek above Rumsey (uf_03: DWR UF 3 monthly),uf_03,arcsum,,train,1984-10,2014-09,True,953.3664189313,953.3664189313,1.0,4,0,360,0.9610614674103682,0.9423236079346793,2.1463338060371413,0.9718098970795096,1.0161509299073515,1.0214633380603715,0.053460119360222116,-0.1665232184434533,621.5191700097089,608.4595960045855,the arcs are the Clear Lake / Indian Valley inflows while the DWR record is the routed outflow at Rumsey
UF2,Putah Creek near Winters (uf_02: DWR UF 2 monthly),uf_02,arcsum,,WY1950-84,1949-10,1984-09,True,567.457149998,567.457149998,1.0,1,0,420,0.8909193417889665,0.9603667958497328,-5.508938736780325,0.9833959219638002,0.9073282460090442,0.9449106126321969,0.03617951746160894,-0.19873816792284327,401.3553711694177,424.754855966089,
UF2,Putah Creek near Winters (uf_02: DWR UF 2 monthly),uf_02,arcsum,,train,1984-10,2014-09,True,567.457149998,567.457149998,1.0,1,0,360,0.9607066812550493,0.9596262469341008,2.3268343181597526,0.97967113206491,0.9757247815240857,1.0232683431815974,0.05667533276067147,-0.26636220958275736,365.2890621828634,356.9826669777433,
UF13,Cosumnes R. at Michigan Bar (uf_13: DWR UF 13 monthly),uf_13,arcsum,,WY1950-84,1949-10,1984-09,True,539.113324191,539.113324191,1.0,4,0,420,0.7809539934316555,0.8931327413273942,-2.0308325288201554,0.9614262895167439,0.7853356252726555,0.9796916747117984,0.09150522101166114,0.22087233006980256,412.8068016403172,421.3639987925333,
UF13,Cosumnes R. at Michigan Bar (uf_13: DWR UF 13 monthly),uf_13,arcsum,,train,1984-10,2014-09,True,539.113324191,539.113324191,1.0,4,0,360,0.8252642524081876,0.9300868899860185,12.51455227697749,0.9709813895544085,0.8815554987981444,1.1251455227697749,0.09206348473245697,0.08168011574650258,385.7437661957151,342.8390002798289,
UF14,Mokelumne R. at Pardee (cdec_MKM: CDEC MKM daily FNF),cdec_MKM,arcsum,,WY1950-84,1949-10,1984-09,True,543.8979574854,543.8979574854,1.0,8,0,420,0.8568707600369831,0.8816373314580671,0.7821463144783749,0.9417553270625315,0.8694919078329892,1.0078214631447837,0.10582826134999435,0.18348494140549754,817.6219412979203,811.2765714937555,
UF14,Mokelumne R. at Pardee (cdec_MKM: CDEC MKM daily FNF),cdec_MKM,arcsum,,train,1988-10,2018-12,True,543.8979574854,543.8979574854,1.0,8,0,363,0.8486472264704379,0.8250030986882761,-5.829485310883361,0.9095398418436316,0.8935747589035606,0.9417051468911665,0.1360073984903264,-0.3283426268977303,696.0060240224127,739.0912392484255,
UF16,Stanislaus R. at Melones (cdec_NML: CDEC NML daily FNF),cdec_NML,anchor,ST,WY1950-84,1949-10,1984-09,True,903.73538596551,903.73538596551,1.0,19,0,420,0.8864747455372187,0.7977827685099744,2.470180255196402,0.8958840301046471,0.9620833919730023,1.024701802551964,0.15144851291719105,0.5152761989070731,1260.9596848764356,1230.5625712144588,
UF16,Stanislaus R. at Melones (cdec_NML: CDEC NML daily FNF),cdec_NML,anchor,ST,train,1987-10,2018-12,True,903.73538596551,903.73538596551,1.0,19,0,375,0.9126565636459889,0.9031705008624442,-2.3298258689642735,0.9507144480733537,0.9317577741611286,0.9767017413103571,0.07761974415265763,0.22161278392204942,1078.610896823082,1104.340098110199,
UF15,Calaveras R. at Jenny Lind (cdec_NHG: CDEC NHG daily FNF),cdec_NHG,arcsum,,WY1950-84,1949-10,1984-09,True,361.610671554,361.610671554,1.0,1,0,420,0.7080857867562842,0.8703930537049445,-20.563470399486132,0.9525021419555286,0.7983264273935958,0.7943652960051387,0.054654849559976126,0.019264430825792545,141.76424620258817,178.46228544414043,
