date,set,arc,node,basin,anchor_kind,flow_taf_raw,flow_taf_qmap
1939-12-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.7497829597258622,0.877208252824297
1940-01-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,15.951183250752575,20.040118537753575
1940-02-29,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,34.025165950904174,30.533106123856975
1940-03-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,35.718274947379236,35.06686740531189
1940-04-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,10.581453146857154,16.944117930166566
1940-05-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,3.474462542196437,2.673172458825132
1940-06-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0722869819815718,0.3979745673138645
1940-07-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.0
1940-08-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,5.667737633532837e-28
1940-09-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0023678948004428615,0.016568178724051835
1940-10-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.9294977101637537,0.9833019529522988
1940-11-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,2.905971348105125,3.2461794085619133
1940-12-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,14.775945766590095,21.32989758692365
1941-01-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,28.466168022458945,37.257304432680634
1941-02-28,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,29.826884594395487,32.74773012600068
1941-03-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,23.648797241483116,24.314739125493475
1941-04-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,23.154669012577692,21.406351862013704
1941-05-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,7.711034362298671,5.4152996606699775
1941-06-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.7288654597287806,0.8697253003069757
1941-07-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.002160631807389667
1941-08-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,7.588250629280506e-05
1941-09-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.0014687987721334554
1941-10-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.4775675297728696,0.5385895666095026
1941-11-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,2.093084801479332,2.0955606020329323
1941-12-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,13.975126560836012,20.430986106502214
1942-01-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,19.977095432634943,31.92338316478654
1942-02-28,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,30.228260416215843,34.96124715999857
1942-03-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,13.256332333893493,13.0668087132611
1942-04-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,23.9420385334243,21.088559183087142
1942-05-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,12.27006786086665,9.639324472267488
1942-06-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,2.043765854067652,1.6507364627958627
1942-07-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,0.005649870930264777
1942-08-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,8.278087243959488e-15
1942-09-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0,6.071979148829364e-38
1942-10-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,0.0007616910543186658,0.009345315271676653
1942-11-30,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,6.888016313785207,7.808221479260808
1942-12-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,6.659674239591558,11.024125745390373
1943-01-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,32.349764571553344,36.012472270049024
1943-02-28,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,13.995677439686038,20.629676374246397
1943-03-31,9unimp,I_BRR023,BRR023,BearRiver,sac_sim,35.28551871536643,33.917972448545065
